prompt,answer
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Clignotement de l'écran de la Smart TV
Body: Assistance clientèle nécessaire pour le problème de clignotement du Samsung QLED QN90A.
Language: fr
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Systemabsturzproblem
Body: Sehr geehrter IT-Service-Support,

ich schreibe, um dringend ein kritisches Problem mit unserer Jira-Software 8.20 zu melden. Unser System stürzt konstant ab, wenn wir auf die Ticketliste zugreifen, was die Fähigkeit unseres Teams beeinträchtigt, Tickets zu verwalten und erhebliche Verzögerungen in unserem Arbeitsablauf verursacht. Wir benötigen eine sofortige Lösung für dieses Problem, um weitere Störungen zu vermeiden.

Vielen Dank für Ihre schnelle Aufmerksamkeit in dieser Angelegenheit.

Mit freundlichen Grüßen,
<name>
<email>, <tel_num>, <acc_num>
Language: de
Business type: IT Services

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitud de optimización del rendimiento para el sistema de tickets
Body: Estimado Soporte al Cliente,<br><br>Necesitamos optimización del rendimiento para nuestro sistema de tickets existente junto con orientación sobre la distribución eficiente de la carga del servidor. Los problemas están afectando nuestro Servicio de Consultoría de TI y necesitan atención urgente.<br><br>Gracias por su asistencia.<br><br>Atentamente,<br><name>
Language: es
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringende Unterstützung benötigt
Body: Sehr geehrter Kundensupport, mein Microsoft Surface Pro 7 hat einen unempfindlichen Touchscreen und das Gerät stürzt häufig ab. Ich benötige sofort technische Unterstützung, um diese Probleme zu beheben. Mein Name ist <name>, die Kontaktnummer ist <tel_num>. Vielen Dank. Mit freundlichen Grüßen, <name>.
Language: de
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Anfrage zu Abrechnungsgebühren für Adobe Photoshop 2024
Body: Sehr geehrtes Kundenserviceteam,

ich habe kürzlich eine Lizenz für Adobe Photoshop 2024 erworben. Allerdings sehe ich unerwartete Gebühren auf meiner Abrechnung. Könnten Sie bitte genauere Informationen bereitstellen oder diese Gebühren klären?

Vielen Dank,
<name>
<email>
Language: de
Business type: Tech Online Store

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Zoom trava durante chamadas
Body: Prezado Suporte ao Cliente, estou enfrentando travamentos persistentes do Zoom ao iniciar chamadas de videoconferência usando a versão 5.11.0. Este problema está causando interrupções significativas em nossas reuniões de equipe e fluxo de trabalho. Solicito uma investigação mais aprofundada para resolver essa questão rapidamente. Obrigado. Atenciosamente, <name> <tel_num>
Language: pt
Business type: Software Development Company

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Ayuda Inmediata Necesaria: Problema con el Switch Netgear GS108
Body: Estimado equipo de soporte de la tienda en línea de Tech,

Estoy experimentando un problema con el Switch Netgear GS108 que compré recientemente. Después de un uso inicial, el dispositivo ahora no responde y no enciende. Dependo de este switch para mi red doméstica, así que agradecería mucho su pronta asistencia. Por favor, aconsejen sobre los próximos pasos para resolver este problema o iniciar un proceso de devolución.

Gracias por su apoyo.

Atentamente,
<name>
Language: es
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Hilfe bei der Bereitstellung eines neuen Mikrodienstes benötigt
Body: Sehr geehrtes IT-Service-Support-Team,

ich benötige Unterstützung bei der Bereitstellung eines neuen Mikrodienstes auf der AWS-Cloud-Infrastruktur unter Verwendung der AWS-Vollstapelumgebung. Das betroffene Produkt ist der AWS Management Service. Bitte beraten Sie mich zu den besten Praktiken und stellen Sie einen geführten Prozess für eine reibungslose Bereitstellung bereit. Ich schätze Ihre schnelle Unterstützung in dieser Angelegenheit.

Vielen Dank,
<name>
Language: de
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Color Print Quality Issue
Body: Dear Customer Support,

I am facing consistent issues with the color print quality on my HP DeskJet 3755. The prints are below expected standards and negatively impact my work. Please assist in resolving this problem as soon as possible.

Best regards,
<name>

Language: en
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de bloqueo de Adobe Photoshop 2024
Body: Hola equipo de soporte al cliente,

Estoy experimentando bloqueos al intentar exportar imágenes después de actualizar a Adobe Photoshop 2024. Este problema está afectando gravemente mi flujo de trabajo y necesito asistencia inmediata para resolverlo. Agradezco su pronta ayuda.

Gracias,
<name>.
Language: es
Business type: IT Services

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Extensions Not Loading
Body: Dear <name> Support Team, I am experiencing issues with extensions not loading in Visual Studio Code 1.70 one day after an update. I would appreciate your assistance in resolving this problem. Thank you for your support, <name>
Language: en
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringend: Wi-Fi-Problem mit Canon PIXMA MG3620 Drucker
Body: Sehr geehrter Kundenservice, 

Mein Canon PIXMA MG3620 Drucker hat nach einem kürzlichen Firmware-Update die Verbindung zu Wi-Fi eingestellt. Dieses Problem verhindert das mobile Drucken, auf das ich angewiesen bin. Können Sie bitte mit einer sofortigen Lösung für dieses Problem helfen?

Vielen Dank, 
<name>
Language: de
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problème de notification de ticket
Body: Cher service client,

Nous rencontrons des problèmes avec le système de notifications de tickets dans Jira Software 8.20. Les e-mails ne sont pas envoyés aux membres de l'équipe assignés. Cela affecte nos délais de projet. Pourriez-vous s'il vous plaît enquêter et résoudre ce problème dans les plus brefs délais ?

Cordialement,
<name>
Numéro de compte : <acc_num>
Numéro de téléphone : <tel_num>
Language: fr
Business type: Software Development Company

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema com o Jira Software 8.20
Body: Caro Suporte ao Cliente,

Não consigo criar novos tickets no Jira Software 8.20 após a atualização recente. Você poderia verificar isso com urgência?

Atenciosamente,
<name>
Language: pt
Business type: Software Development Company

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Assistência na otimização dos custos da infraestrutura em nuvem
Body: Caro time de suporte de Serviços de TI, 

Estou escrevendo para solicitar sua assistência na otimização dos nossos custos de infraestrutura em nuvem e na habilitação de uma gestão eficiente dos serviços em nuvem na nossa conta da AWS. Temos analisado nossas despesas e notado a necessidade de uma melhor gestão de custos. O produto que estamos utilizando é o AWS Management Service. Você poderia fornecer orientações ou recursos para nos ajudar a alcançar isso? Estamos ansiosos para implementar estratégias que melhorem nossa eficiência operacional e reduzam custos desnecessários.

Obrigado pelo seu suporte. Aguardamos sua resposta rápida.

Atenciosamente, 
<name>
<tel_num>
<acc_num>
Language: pt
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Assistance with optimizing cloud infrastructure costs
Body: Dear IT Services support team, 

I am writing to request your assistance with optimizing our cloud infrastructure costs and enabling efficient cloud service management in our AWS account. We have been analyzing our expenses and noticed a need for better cost management. The product we are using is AWS Management Service. Could you please provide guidance or resources to help us achieve this? We are eager to implement strategies that will enhance our operational efficiency and reduce unnecessary costs.

Thank you for your support. We look forward to your prompt response.

Best regards, 
<name>
<tel_num>
<acc_num>
Language: en
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema no Surface Pro 7
Body: Caro Suporte ao Cliente, a tela sensível ao toque do meu Microsoft Surface Pro 7 permanece sem resposta após uma reinicialização do sistema e uma atualização de firmware. Você poderia, por favor, fornecer orientações sobre como resolver esse problema? Obrigado, <name> <tel_num> <acc_num>
Language: pt
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Billing Errors Assistance
Body: Dear Customer Support, I noticed billing errors in my IT consulting service invoices. Could you verify and correct the charges? My account number is <acc_num>. Looking forward to your assistance. Best, <name>.
Language: en
Business type: IT Services

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Issue with Jira Software 8.20
Body: Dear Customer Support,

I'm unable to create new tickets in Jira Software 8.20 after the recent update. Could you please look into it urgently?

Best regards,
<name>
Language: en
Business type: Software Development Company

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Falhas frequentes no macOS com o Adobe Photoshop 2024
Body: Olá, Suporte ao Cliente, estou enfrentando falhas frequentes no macOS ao tentar aplicar efeitos de camada no Adobe Photoshop 2024. Esse problema está prejudicando severamente meu trabalho de design. Poderia, por favor, fornecer assistência para resolver essa questão rapidamente? Obrigado, <name>. Contato: <tel_num>.
Language: pt
Business type: IT Services

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Probleme nach dem Update: MySQL 8.0.30 Datenbank
Body: Sehr geehrter Kundenservice,

ich habe nach einem aktuellen Patch-Update Probleme mit der MySQL 8.0.30-Datenbank. Konkret kann ich keine sicheren Verbindungen zur Datenbank herstellen. Dieses Problem trat unmittelbar nach dem Update auf. Ich habe bereits verschiedene Troubleshooting-Schritte unternommen, jedoch ohne Erfolg. Ihre dringende Unterstützung zur Lösung dieser Angelegenheit wäre sehr geschätzt, da sie unsere Abläufe beeinträchtigt. Bitte beraten Sie mich zu den nächsten Schritten.

Vielen Dank,
<Name>
<Kontonummer: <acc_num>>
<Telefon: <tel_num>
Language: de
Business type: IT Consulting Firm

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: MySQL Performance Issues
Body: Dear Customer Support, Our database using MySQL 8.0.30 is running quite slowly. Regular data management tasks have been delayed. Could you please guide us on the performance optimization steps we should take to resolve this issue? Your assistance in improving our database performance is highly appreciated. Thank you, <name> <acc_num>
Language: en
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgente: Problema de Reinicio del Router
Body: Estimado Soporte al Cliente, 
Nuestro Router Cisco ISR4331 se ha reiniciado inesperadamente varias veces, afectando gravemente la conectividad de nuestra red empresarial crítica. Requerimos una resolución urgente. 
Saludos cordiales, 
<name> 
Teléfono: <tel_num>
Language: es
Business type: IT Consulting Firm

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Issue with Dell XPS 13 9310 After Update
Body: Dear Tech Online Store customer support,

I would like to report an issue regarding my Dell XPS 13 9310. After a recent Windows update, I have been experiencing screen flickering. This issue has made my laptop hard to use. Please advise on the next steps to resolve this.

Thank you,
<name>
Language: en
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Anfrage zum Austausch des HP DeskJet 3755 Druckers
Body: Sehr geehrter Support des Tech Online Stores, ich möchte einen Austausch für meinen HP DeskJet 3755 Drucker anfragen. Er hat häufig Papierstaus und die Druckqualität ist inkonsistent. Bitte leiten Sie mich bezüglich der nächsten Schritte für den Austausch dieses Produkts. Vielen Dank, <name>.
Language: de
Business type: Tech Online Store

Answer:",Returns and Exchanges
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgent: Database Corruption in MySQL 8.0.30
Body: Dear Support Team, 

We have encountered database corruption with MySQL 8.0.30, resulting in service disruptions and affecting our business operations significantly. Immediate assistance is required to resolve this issue. 

Kindly prioritize this matter. 

Best regards, 
<name>
Language: en
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitud de actualización de Jira
Body: Estimado Soporte al Cliente,

Estoy escribiendo para solicitar una actualización a la versión 8.20 de Jira Software para aprovechar las nuevas integraciones de Confluence para una mejor gestión de proyectos. Las funcionalidades adicionales son esenciales para mejorar la productividad de nuestro equipo.

Gracias por su ayuda.

Atentamente,
<name>
Language: es
Business type: Software Development Company

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema con la función inalámbrica de HP DeskJet 3755
Body: Estimado soporte al cliente de Tech Online Store, no puedo conectar mi HP DeskJet 3755 a dispositivos móviles usando la función inalámbrica. Por favor, ayúdame a resolver este problema. ¡Gracias! Saludos, <name>
Language: es
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgente: Problemas de Login Durante Apresentação Pré-Vendas
Body: Caro Time de Suporte ao Cliente,

Estou escrevendo para relatar problemas de login com o Microsoft Office 365 durante uma apresentação crítica de pré-vendas. Nossos clientes não conseguem fazer login, e isso está afetando nossa capacidade de mostrar o produto de forma eficaz. Precisamos de assistência imediata para resolver este assunto rapidamente.

Obrigado por sua compreensão e atenção rápida a este problema urgente.

Atenciosamente,

<name>
<company_name>
<tel_num>
<email>
Language: pt
Business type: Software Development Company

Answer:",Sales and Pre-Sales
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Zoom App Crash Issue
Body: Dear Customer Support,<br><br> I am experiencing frequent crashes with the Zoom app during webinars since updating to version 5.11.0. This is disrupting my presentations and proceedings. Could you please look into this issue as a priority? Looking forward to your prompt assistance.<br><br> Best regards,<br> <name>
Language: en
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringende Bereitstellung von Servern während des AWS-Ausfalls
Body: Sehr geehrter Kundenservice,

wir benötigen die sofortige Bereitstellung von Servern aufgrund eines hochpriorisierten Dienstausfalls, der unsere AWS-Infrastruktur beeinträchtigt. Bitte behandeln Sie dieses Problem dringend, um minimale Störungen zu gewährleisten.

Vielen Dank,

<name>
Language: de
Business type: IT Services

Answer:",Service Outages and Maintenance
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Pedido de Atualização do PyCharm
Body: Caro Time de Suporte,

Estou escrevendo para solicitar uma atualização da versão 2024.1 do PyCharm para a 2024.2. A versão mais recente oferece melhorias na análise de código e nas capacidades de depuração que são cruciais para meus projetos.

Obrigado pela sua ajuda.

Atenciosamente,
<name>
Language: pt
Business type: Software Development Company

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Assistance Urgente Nécessaire
Body: Cher Service Client,

Notre routeur Cisco ISR4331 connaît des pertes de connectivité fréquentes, ce qui a un impact sévère sur nos opérations commerciales. Cela nécessite un dépannage et une réparation urgents. Merci d'aider dans les plus brefs délais.

Merci,
<name>
<company>
<tel_num>
Language: fr
Business type: IT Consulting Firm

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgente: Problema de inactividad de la base de datos MySQL 8.0.30
Body: Nuestra base de datos principal de clientes, que ejecuta MySQL 8.0.30, está caída en este momento. Esto ha causado problemas significativos de tiempo de actividad que afectan varios de nuestros servicios y operaciones. Necesitamos soporte urgente para resolver este asunto de manera pronta.
Language: es
Business type: IT Consulting Firm

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de Energia com o Dell XPS 13 9310
Body: Caro equipe de suporte da Tech Online Store, estou enfrentando problemas de energia com meu Dell XPS 13 9310. Apesar de estar completamente carregado, o laptop não liga. Por favor, me avise sobre como proceder. Obrigado, <name>.
Language: pt
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de Tela Piscando
Body: Olá Suporte ao Cliente,

Recentemente, atualizei meu Dell XPS 13 9310 e agora estou enfrentando um piscar intermitente da tela, o que afeta seriamente a usabilidade. Este problema começou imediatamente após a atualização. Não tenho certeza se é devido a hardware ou software, mas preciso de assistência o mais rápido possível. Por favor, forneça orientações sobre como solucionar o problema ou inicie um reparo, se necessário.

Obrigado,
<name>
<tel_num>
<acc_num>
Language: pt
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Ajuda Imediata Necessária: Problema com o Switch Netgear GS108
Body: Caro Time de Suporte da Loja Online de Tecnologia,

Estou enfrentando um problema com o Switch Netgear GS108 que comprei recentemente. Após o uso inicial, o dispositivo agora não responde e não liga. Dependo deste switch para minha rede doméstica, por isso sua assistência rápida seria muito apreciada. Por favor, aconselhe sobre os próximos passos para resolver este problema ou iniciar um processo de devolução.

Obrigado pelo seu apoio.

Atenciosamente,
<name>
Language: pt
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Mudança de Configuração Urgente
Body: Prezado Suporte ao Cliente de Serviços de TI, Precisamos urgentemente mudar a configuração do servidor e atualizar nosso sistema nos projetos em andamento de consultoria em soluções de TI. Isso é de alta prioridade devido a requisitos urgentes. O produto afetado é o Serviço de Consultoria em TI. Obrigado, <name>.
Language: pt
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Urgente: Se requiere asistencia inmediata para el problema de bucle de reinicio del enrutador Cisco ISR4331 que está afectando la conectividad de la red
Body: Se han observado pérdidas de conectividad continuas en el enrutador Cisco ISR4331 tras un constante bucle de reinicio. Se necesita una solución urgente.
Language: es
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Hilfe für Projekt benötigt
Body: Liebes Support-Team, ich benötige Hilfe bei der Erstellung von Realisierungsdiagrammen für unsere geplante Projektverzeichnis-Konsolidierung. Ich nutze den IT-Consulting-Service für diese Aufgabe. Vielen Dank. Mit freundlichen Grüßen, <name>.
Language: de
Business type: IT Consulting Firm

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitud de Soporte de Configuración de Alta Prioridad
Body: Estimado Equipo de Soporte,

Tengo un ticket de alta prioridad solicitando soporte de configuración para el Router Cisco ISR4331 en nuestro entorno empresarial. Se necesita asistencia inmediata para garantizar un tiempo de inactividad mínimo. Por favor, refiérase a los detalles proporcionados bajo el número de ticket <ticket_number>. Contáctame al <tel_num> o por correo electrónico a <email>.

Gracias,
<name>
Language: es
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Consulta sobre error de facturación
Body: Estimado soporte al cliente, he notado un cargo excesivo en mi factura reciente por la suscripción a IntelliJ IDEA 2024.1. Por favor, proporcione una explicación detallada y corrija este error. Mi número de cuenta es <acc_num>. Gracias por su asistencia. Atentamente, <name>
Language: es
Business type: IT Services

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Billing Issue
Body: Dear Customer Support, I encountered a billing issue while purchasing a new subscription to Adobe Photoshop 2024 via your online payment portal. My account was charged incorrectly. Please assist in rectifying this issue. You can reach me at <tel_num>. Best regards, <name>
Language: en
Business type: Software Development Company

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Fallos frecuentes en macOS con Adobe Photoshop 2024
Body: Hola Servicio al Cliente, estoy experimentando fallos frecuentes en macOS al intentar aplicar efectos de capa en Adobe Photoshop 2024. Este problema está obstaculizando gravemente mi trabajo de diseño. ¿Podrían por favor ofrecer asistencia para resolver este asunto con prontitud? Gracias, <name>. Contacto: <tel_num>.
Language: es
Business type: IT Services

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Bildschirmproblem
Body: Hallo,

ich habe ein Problem, bei dem der Bildschirm meines Microsoft Surface Pro 7 intermittierend nicht mehr auf Berührungen reagiert. Könnten Sie bitte dringend Schritte zur Fehlersuche für dieses Problem bereitstellen? Vielen Dank.

Mit freundlichen Grüßen,

<name>
Language: de
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Austausch für defekten Laptop angefordert
Body: Sehr geehrter Kundendienst,

ich hoffe, diese Nachricht erreicht Sie wohl. Ich schreibe, um einen Austausch für meinen Dell XPS 13 9310 Laptop aufgrund einer Störung nach zwei Wochen Nutzung zu beantragen. Ihre schnelle Unterstützung bei der Lösung dieses Problems wäre sehr willkommen.

Mit freundlichen Grüßen,
<name>
Language: de
Business type: Tech Online Store

Answer:",Returns and Exchanges
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema con la Monitorización en la Nube
Body: Estimado Soporte, nuestro cliente está experimentando problemas con la monitorización de recursos en la nube en el Servicio de Gestión de AWS. Por favor, ayúdenos a resolver esto rápidamente. Atentamente, <name>, <company>. Contacto: <tel_num>.
Language: es
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema con Surface Pro 7
Body: Estimado Soporte al Cliente,<br><br>Estoy escribiendo para informar un problema con mi Microsoft Surface Pro 7. La pantalla táctil falla intermitentemente, volviéndose no receptiva durante su uso. Por favor, advise sobre cómo proceder con una reparación o reemplazo.<br><br>Gracias,<br><name><br><acc_num><br><tel_num>
Language: es
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Frequent VPN Issues with Lenovo XPS 13
Body: Dear Tech Online Store Support,

We have been experiencing frequent VPN connectivity failures with our Dell XPS 13 9310. This issue disrupts high-priority remote assignments. We need urgent assistance to resolve this matter.

Thank you,
<name>
<name>
<email>
Language: en
Business type: Tech Online Store

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitud de Cambio de Flujos de Trabajo
Body: Estimado equipo de soporte, Estamos haciendo la transición a un nuevo método de gestión de proyectos y necesitamos que nuestros flujos de trabajo en Jira Software 8.20 sean reorganizados. Por favor, ayúdennos a la mayor brevedad posible. Gracias, <name> <acc_num>
Language: es
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problem mit Bildschirmenflimmern bei neuem Dell-Laptop
Body: Sehr geehrter Kunde des Tech Online Shops, 

ich hoffe, diese E-Mail erreicht Sie wohl. Ich schreibe, um ein Problem mit meinem neuen Dell XPS 13 9310 Laptop zu melden. Der Bildschirm flimmert häufig, was problematisch ist und meine Arbeit stört. Der Laptop wurde sehr kürzlich erworben, und ich hatte nicht erwartet, mit einem neuen Produkt auf solche Probleme zu stoßen.

Könnten Sie mir bitte helfen, dieses Problem so schnell wie möglich zu lösen? Ich würde die Schritte zur Fehlersuche oder Hinweise schätzen, ob dieses Problem für einen Austausch oder eine Reparatur in Frage kommt. Meine Bestellnummer ist <order_num> und die Seriennummer des Laptops ist <serial_num>.

Vielen Dank für Ihre Aufmerksamkeit in dieser Angelegenheit. Ich freue mich auf Ihre zeitnahe Antwort.

Mit freundlichen Grüßen,
<name>
Language: de
Business type: Tech Online Store

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema de Falha do Aplicativo Zoom
Body: Caro Suporte ao Cliente,<br><br> Estou enfrentando falhas frequentes com o aplicativo Zoom durante webinars desde que atualizei para a versão 5.11.0. Isso está atrapalhando minhas apresentações e processos. Você poderia, por favor, investigar este problema como prioridade? Aguardo sua pronta assistência.<br><br> Atenciosamente,<br> <name>
Language: pt
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Payment System Error
Body: Dear IT Services Support, I am unable to update my credit card details for my ongoing AWS subscription due to a payment system error. Could you kindly assist me in resolving this issue? The affected product is AWS Management Service. My account number is <acc_num>. Thank you, <name>.
Language: en
Business type: IT Services

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitação para Alterar Endereço de Entrega
Body: Caro Suporte ao Cliente,

Espero que esta mensagem o encontre bem. Recentemente, fiz um pedido de um laptop Dell XPS 13 9310. Infelizmente, preciso alterar o endereço de entrega associado a este pedido. Meu número de conta é <acc_num>. Você poderia, por favor, atualizar o endereço de entrega para o seguinte: <new_address>? Por favor, me avise se alguma informação adicional for necessária da minha parte.

Obrigado pela sua atenção a este assunto. Aguardo sua resposta rápida.

Atenciosamente,
<name>
<tel_num>
Language: pt
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problemas de Sensibilidade da Tela Sensível ao Toque no Surface Pro 7
Body: Caro Suporte ao Cliente da Tech Online Store,

Estou enfrentando problemas de sensibilidade da tela sensível ao toque no meu Microsoft Surface Pro 7, particularmente ao usar o dispositivo com o teclado destacado. Tentei solucionar o problema com algumas etapas básicas, sem sucesso. Você pode me ajudar a resolver esse problema? Meu número da conta é <acc_num>. Você pode me contatar pelo <tel_num> ou responder a este e-mail.

Obrigado,
<name>
Language: pt
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problemas persistentes con la impresión inalámbrica
Body: Estimado Servicio al Cliente,

Estoy experimentando problemas persistentes de conexión inalámbrica con mi nueva HP DeskJet 3755. A pesar de seguir cuidadosamente las instrucciones iniciales proporcionadas, no logro establecer una conexión confiable para la impresión inalámbrica. Este problema está causando una inconveniencia significativa. ¿Podría ayudarme a resolver este asunto lo antes posible? Mi número de cuenta es <acc_num>. Agradecería mucho su pronta respuesta.

Gracias,
<name>
Contacto: <tel_num>
Language: es
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Power Issue with Dell XPS 13 9310
Body: Dear Tech Online Store support team, I am experiencing power issues with my Dell XPS 13 9310. Despite being fully charged, the laptop will not turn on. Please advise on how to proceed. Thank you, <name>.
Language: en
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Anfrage zu MacBook Air M1-Spezifikationen und -Anpassungen
Body: Sehr geehrtes Tech Online Store Support-Team,

ich interessiere mich für den Kauf eines MacBook Air M1 und hätte gerne detaillierte Spezifikationen und Informationen zu verfügbaren Anpassungsoptionen. Könnten Sie mir bitte diese Informationen zur Verfügung stellen?

Vielen Dank für Ihre Unterstützung.

Mit freundlichen Grüßen,
<name>
Language: de
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Cannot Process Payment
Body: Transaction error message for Adobe Photoshop 2024
Language: en
Business type: Tech Online Store

Answer:",Billing and Payments
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Solicitação de Substituição de Garantia
Body: Prezado Suporte ao Cliente da Tech Online Store,

Estou escrevendo para solicitar uma substituição de garantia para minha Canon PIXMA MG3620, pois ela não está mais imprimindo sem fio. Apesar de diversas tentativas de solução de problemas, não consegui resolver a questão. Por favor, me orientem sobre o processo de substituição. Minha compra foi feita sob a conta <acc_num>.

Obrigado pela sua assistência.

Atenciosamente,
<name>
<tel_num>
Language: pt
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Important: Wi-Fi Connection Problem with Canon PIXMA MG3620 Printer
Body: Dear Customer Support,

Since the recent firmware update, my Canon PIXMA MG3620 printer is no longer able to connect to Wi-Fi. This issue is affecting my ability to print from my mobile devices, which I rely on. Could you please assist me in resolving this matter quickly?

Thank you,
<name>
Language: en
Business type: Tech Online Store

Answer:",Product Support
